key,n_features,missing_rate,prop_latent,snr,masking,prop_for_masking,iter,method,train_test,n,mse,r2,early_stopping,residual_connection,depth,n_epochs,lr,batch_size,type_width,width,verbose,learning_rate,learning_rate_init,max_iter,validation_fraction,mlp_depth
0,10,0.5,0.5,10,MAR_logistic,0.1,0,Neumann,val,10000,9.794466467518626,0.8332998058999574,True,True,7.0,100.0,0.001,10.0,,,False,,,,,
0,10,0.5,0.5,10,MAR_logistic,0.1,0,Neumann,train,10000,8.431450342970303,0.8584796182302273,False,False,8.0,100.0,0.001,10.0,,,False,,,,,
0,10,0.5,0.5,10,MAR_logistic,0.1,0,Neumann,test,10000,9.699596005949978,0.8340398525018355,False,False,8.0,100.0,0.001,10.0,,,False,,,,,
0,10,0.5,0.5,10,MAR_logistic,0.1,0,Neumann,val,10000,9.816698100354444,0.8329214271979442,False,False,8.0,100.0,0.001,10.0,,,False,,,,,
0,10,0.5,0.5,10,MAR_logistic,0.1,0,Neumann,train,10000,8.637433232676901,0.8550222323709104,True,False,8.0,100.0,0.001,10.0,,,False,,,,,
0,10,0.5,0.5,10,MAR_logistic,0.1,0,Neumann,test,10000,9.70995108183758,0.8338626770895187,True,False,8.0,100.0,0.001,10.0,,,False,,,,,
0,10,0.5,0.5,10,MAR_logistic,0.1,0,Neumann,val,10000,9.928144657574345,0.8310246252861759,True,False,8.0,100.0,0.001,10.0,,,False,,,,,
0,10,0.5,0.5,10,MAR_logistic,0.1,0,Neumann,train,10000,8.481559856484434,0.857638539033369,False,True,8.0,100.0,0.001,10.0,,,False,,,,,
0,10,0.5,0.5,10,MAR_logistic,0.1,0,Neumann,test,10000,9.49659768021751,0.8375131551074053,False,True,8.0,100.0,0.001,10.0,,,False,,,,,
0,10,0.5,0.5,10,MAR_logistic,0.1,0,Neumann,val,10000,9.643466839913986,0.8358697945067084,False,True,8.0,100.0,0.001,10.0,,,False,,,,,
0,10,0.5,0.5,10,MAR_logistic,0.1,0,Neumann,train,10000,8.732164834247083,0.8534321794293009,True,True,8.0,100.0,0.001,10.0,,,False,,,,,
0,10,0.5,0.5,10,MAR_logistic,0.1,0,Neumann,test,10000,9.707316636816772,0.8339077524600764,True,True,8.0,100.0,0.001,10.0,,,False,,,,,
0,10,0.5,0.5,10,MAR_logistic,0.1,0,Neumann,val,10000,9.872102900079383,0.8319784466998383,True,True,8.0,100.0,0.001,10.0,,,False,,,,,
0,10,0.5,0.5,10,MAR_logistic,0.1,0,Neumann,train,10000,8.482353331627682,0.8576252206954046,False,False,9.0,100.0,0.001,10.0,,,False,,,,,
0,10,0.5,0.5,10,MAR_logistic,0.1,0,Neumann,test,10000,9.68412131989145,0.8343046244757596,False,False,9.0,100.0,0.001,10.0,,,False,,,,,
0,10,0.5,0.5,10,MAR_logistic,0.1,0,Neumann,val,10000,9.70657419799189,0.8347957177435059,False,False,9.0,100.0,0.001,10.0,,,False,,,,,
