key,n_features,missing_rate,prop_latent,snr,masking,iter,method,train_test,n,mse,r2,early_stopping,residual_connection,depth,n_epochs,lr,batch_size,type_width,width,verbose,learning_rate,learning_rate_init,max_iter,validation_fraction,mlp_depth
0,20,0.5,0.5,10,MCAR,0,torchMLP,val,100000,45.04529352990546,0.6864682586562476,True,,10.0,2000.0,,200.0,linear,1.0,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,43.19975567916133,0.6937275650415098,False,False,0.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,43.14282391425138,0.6928721549498411,False,False,0.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,44.38570566506474,0.6910592317774555,False,False,0.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,42.91841154737898,0.6957222048478602,True,False,0.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,42.78067811623258,0.6954502212062491,True,False,0.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,44.15074780773836,0.6926946245205627,True,False,0.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,43.351575469714476,0.692651211340046,False,True,0.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,43.30181076235123,0.6917403493882656,False,True,0.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,44.502180988769474,0.6902485208639952,False,True,0.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,43.08138766850042,0.6945667563349873,True,True,0.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,43.05102819771987,0.6935256360631589,True,True,0.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,44.23912968055973,0.6920794543148118,True,True,0.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,36.90869191879254,0.7383291926682305,False,False,1.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,37.41371648298183,0.7336568848257505,False,False,1.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,38.8015664548527,0.7299268859380696,False,False,1.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,36.72437221681604,0.73963596033503,True,False,1.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,37.30804813155604,0.7344091233238124,True,False,1.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,38.57113008510332,0.731530807471592,True,False,1.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,37.24993152531421,0.7359099131248491,False,True,1.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,37.73358435820449,0.7313797893019812,False,True,1.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,39.16881046363506,0.7273707331294492,False,True,1.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,36.78275869341952,0.7392220189115923,True,True,1.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,37.2666557341266,0.7347037901228433,True,True,1.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,38.57485800084141,0.7315048598126614,True,True,1.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,33.56141513434816,0.7620603132529317,False,False,2.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,34.43604957610968,0.7548544870550918,False,False,2.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,35.80975880112979,0.7507509629931909,False,False,2.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,33.78082731413128,0.7605047511552936,True,False,2.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,34.56645539045966,0.7539261459519938,True,False,2.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,36.03926969955123,0.7491534830790758,True,False,2.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,34.49362650323399,0.7554512331468982,False,True,2.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,35.346700626093245,0.7483716871546957,False,True,2.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,36.90422315858451,0.7431330902046912,False,True,2.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,34.19613444700734,0.7575603565669016,True,True,2.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,35.086950122212876,0.7502208153588678,True,True,2.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,36.20696331243814,0.7479862741135985,True,True,2.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,31.97863315601574,0.7732817306635428,False,False,3.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,33.00657949167707,0.7650306884893803,False,False,3.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,34.359109857129134,0.7608480109609002,False,False,3.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,31.84014020666694,0.7742636013281979,True,False,3.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,32.83898627867822,0.7662237615820381,True,False,3.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,34.416389469551426,0.7604493238791004,True,False,3.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,32.28725159539253,0.7710937247497358,False,True,3.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,33.41623355381032,0.7621144174179943,False,True,3.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,34.674914738586715,0.7586498933186538,False,True,3.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,32.27394369721907,0.7711880734865212,True,True,3.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,33.116145330607345,0.7642507043124369,True,True,3.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,34.93343025689951,0.7568505306268072,True,True,3.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,30.81646470670485,0.7815211328362286,False,False,4.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,32.083751576238924,0.7716001738245074,False,False,4.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,33.542666534281935,0.7665307555200142,False,False,4.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,30.94879859561535,0.7805829279379148,True,False,4.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,32.22151681994399,0.7706194419534077,True,False,4.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,33.73867522210864,0.7651664632622224,True,False,4.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,31.575172861886852,0.7761421349586423,False,True,4.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,33.002470991880095,0.7650599363358249,False,True,4.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,34.3220903878481,0.761105680025918,False,True,4.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,31.360095925275647,0.7776669615703609,True,True,4.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,32.637246188341045,0.7676599216101492,True,True,4.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,34.0860425511802,0.7627486594244601,True,True,4.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,30.208798182867298,0.7858292939119697,False,False,5.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,31.66001692617666,0.7746166826697645,False,False,5.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,val,100000,33.3959241298841,0.7675521364007776,False,False,5.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,train,100000,32.359434672363186,0.7705819698474445,True,False,5.0,100.0,0.0005,10.0,,,False,,,,,
0,20,0.5,0.5,10,MCAR,0,Neumann,test,100000,33.41641665891366,0.7621131139178823,True,False,5.0,100.0,0.0005,10.0,,,False,,,,,
